"Sample_name","BestTaxon","Class","nReads","domain","phylum","class","order","family","genus","species"
"RL2501_F020_2_4_MV1","Scomber japonicus","Actinopteri",2244,"Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Scomber","Scomber japonicus"
"RL2501_F020_2_4_MV1","Stenella coeruleoalba","Mammalia",307,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Stenella","Stenella coeruleoalba"
"RL2501_F020_2_4_MV1","Symbolophorus californiensis","Actinopteri",2608,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F020_2_4_MV1",NA,NA,26630,NA,NA,NA,NA,NA,NA,NA
"RL2501_F021_1_MV1","Alopias superciliosus","Chondrichthyes",31,"Eukaryota","Chordata","Chondrichthyes","Lamniformes","Alopiidae","Alopias","Alopias superciliosus"
"RL2501_F021_1_MV1","Ceratoscopelus","Actinopteri",830,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F021_1_MV1","Cyclothone signata","Actinopteri",43589,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone signata"
"RL2501_F021_1_MV1","Engraulis mordax","Actinopteri",288,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F021_1_MV1","Phosichthyidae","Actinopteri",362,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F021_1_MV1","Sternoptyx diaphana","Actinopteri",42,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Sternoptychidae","Sternoptyx","Sternoptyx diaphana"
"RL2501_F021_1_MV1",NA,NA,7300,NA,NA,NA,NA,NA,NA,NA
"RL2501_F021_2_MV1","Astropecten verrilli","Asteroidea",2,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F021_2_MV1","Ceratoscopelus","Actinopteri",364,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F021_2_MV1","Cyclothone signata","Actinopteri",29098,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone signata"
"RL2501_F021_2_MV1","Homo sapiens","Mammalia",76,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F021_2_MV1","Lampanyctus reinhardti","Actinopteri",156,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus reinhardti"
"RL2501_F021_2_MV1","Phosichthyidae","Actinopteri",149,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F021_2_MV1",NA,NA,16566,NA,NA,NA,NA,NA,NA,NA
"RL2501_F021_3_MV1","Alopias superciliosus","Chondrichthyes",27,"Eukaryota","Chordata","Chondrichthyes","Lamniformes","Alopiidae","Alopias","Alopias superciliosus"
"RL2501_F021_3_MV1","Ceratoscopelus","Actinopteri",307,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F021_3_MV1","Citharichthys sordidus","Actinopteri",2,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F021_3_MV1","Cyclothone signata","Actinopteri",24309,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone signata"
"RL2501_F021_3_MV1","Engraulis mordax","Actinopteri",9,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F021_3_MV1","Homo sapiens","Mammalia",18,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F021_3_MV1","Myctophum nitidulum","Actinopteri",14,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Myctophum","Myctophum nitidulum"
"RL2501_F021_3_MV1","Notoscopelus","Actinopteri",118,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Notoscopelus",NA
"RL2501_F021_3_MV1","Phosichthyidae","Actinopteri",106,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F021_3_MV1","Sebastes","Actinopteri",4,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F021_3_MV1",NA,NA,14546,NA,NA,NA,NA,NA,NA,NA
"RL2501_F021_4_MV1","Ceratoscopelus","Actinopteri",188,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F021_4_MV1","Cyclothone signata","Actinopteri",29287,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone signata"
"RL2501_F021_4_MV1","Delphinidae","Mammalia",71,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F021_4_MV1","Lampanyctus reinhardti","Actinopteri",203,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus reinhardti"
"RL2501_F021_4_MV1","Megaptera novaeangliae","Mammalia",100,"Eukaryota","Chordata","Mammalia","Artiodactyla","Balaenopteridae","Megaptera","Megaptera novaeangliae"
"RL2501_F021_4_MV1","Phosichthyidae","Actinopteri",528,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F021_4_MV1",NA,NA,15752,NA,NA,NA,NA,NA,NA,NA
"RL2501_F0230_1_MV1","Astropecten verrilli","Asteroidea",1170,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F0230_1_MV1","Citharichthys sordidus","Actinopteri",22592,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F0230_1_MV1","Delphinidae","Mammalia",6733,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F0230_1_MV1","Delphinus bairdii","Mammalia",5675,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii"
"RL2501_F0230_1_MV1","Diaphus theta","Actinopteri",254,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Diaphus","Diaphus theta"
"RL2501_F0230_1_MV1","Engraulis mordax","Actinopteri",159695,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F0230_1_MV1","Homo sapiens","Mammalia",1313,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F0230_1_MV1","Leuroglossus","Actinopteri",3044,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",NA
"RL2501_F0230_1_MV1","Merluccius productus","Actinopteri",35,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F0230_1_MV1","Patiria miniata","Asteroidea",292,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata"
"RL2501_F0230_1_MV1","Phosichthyidae","Actinopteri",1429,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F0230_1_MV1","Sebastes","Actinopteri",4072,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F0230_1_MV1","Sebastes paucispinis","Actinopteri",274,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes paucispinis"
"RL2501_F0230_1_MV1",NA,NA,11911,NA,NA,NA,NA,NA,NA,NA
"RL2501_F0230_2_MV1","Astropecten verrilli","Asteroidea",1121,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F0230_2_MV1","Bathycoccus prasinos","Mamiellophyceae",8,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F0230_2_MV1","Chiasmodontidae","Actinopteri",431,"Eukaryota","Chordata","Actinopteri","Scombriformes","Chiasmodontidae",NA,NA
"RL2501_F0230_2_MV1","Citharichthys sordidus","Actinopteri",18533,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F0230_2_MV1","Delphinidae","Mammalia",6316,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F0230_2_MV1","Delphinus bairdii","Mammalia",4057,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii"
"RL2501_F0230_2_MV1","Engraulis mordax","Actinopteri",188016,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F0230_2_MV1","Evadne","Branchiopoda",3,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F0230_2_MV1","Homo sapiens","Mammalia",2508,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F0230_2_MV1","Icichthys lockingtoni","Actinopteri",243,"Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"RL2501_F0230_2_MV1","Lampanyctus tenuiformis","Actinopteri",856,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus tenuiformis"
"RL2501_F0230_2_MV1","Merluccius productus","Actinopteri",50,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius productus"
"RL2501_F0230_2_MV1","Patiria miniata","Asteroidea",233,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata"
"RL2501_F0230_2_MV1","Phosichthyidae","Actinopteri",635,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F0230_2_MV1","Prionace glauca","Chondrichthyes",43,"Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Prionace","Prionace glauca"
"RL2501_F0230_2_MV1","Pteroplatytrygon violacea","Chondrichthyes",2,"Eukaryota","Chordata","Chondrichthyes","Myliobatiformes","Dasyatidae","Pteroplatytrygon","Pteroplatytrygon violacea"
"RL2501_F0230_2_MV1","Sebastes","Actinopteri",6186,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F0230_2_MV1","Sebastes mystinus","Actinopteri",363,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes mystinus"
"RL2501_F0230_2_MV1","Sebastes pinniger","Actinopteri",182,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes pinniger"
"RL2501_F0230_2_MV1","Syngnathus","Actinopteri",294,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F0230_2_MV1","Trachurus symmetricus","Actinopteri",253,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F0230_2_MV1","Triphoturus mexicanus","Actinopteri",523,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Triphoturus","Triphoturus mexicanus"
"RL2501_F0230_2_MV1",NA,NA,13336,NA,NA,NA,NA,NA,NA,NA
"RL2501_F0230_3_MV1","Astropecten verrilli","Asteroidea",781,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F0230_3_MV1","Bathycoccus prasinos","Mamiellophyceae",3,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F0230_3_MV1","Citharichthys sordidus","Actinopteri",14831,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F0230_3_MV1","Delphinidae","Mammalia",1391,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F0230_3_MV1","Delphinus bairdii","Mammalia",3323,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii"
"RL2501_F0230_3_MV1","Engraulis mordax","Actinopteri",145154,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F0230_3_MV1","Evadne","Branchiopoda",3,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F0230_3_MV1","Homo sapiens","Mammalia",712,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F0230_3_MV1","Icichthys lockingtoni","Actinopteri",604,"Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"RL2501_F0230_3_MV1","Leuroglossus","Actinopteri",356,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",NA
"RL2501_F0230_3_MV1","Patiria miniata","Asteroidea",174,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata"
"RL2501_F0230_3_MV1","Phosichthyidae","Actinopteri",1581,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F0230_3_MV1","Sebastes","Actinopteri",5202,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F0230_3_MV1","Strongylocentrotus purpuratus","Echinoidea",139,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F0230_3_MV1","Triphoturus mexicanus","Actinopteri",707,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Triphoturus","Triphoturus mexicanus"
"RL2501_F0230_3_MV1",NA,NA,13086,NA,NA,NA,NA,NA,NA,NA
"RL2501_F0230_4_MV1","Astropecten verrilli","Asteroidea",915,"Eukaryota","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Astropecten","Astropecten verrilli"
"RL2501_F0230_4_MV1","Chiasmodontidae","Actinopteri",511,"Eukaryota","Chordata","Actinopteri","Scombriformes","Chiasmodontidae",NA,NA
"RL2501_F0230_4_MV1","Citharichthys sordidus","Actinopteri",9430,"Eukaryota","Chordata","Actinopteri","Pleuronectiformes","Cyclopsettidae","Citharichthys","Citharichthys sordidus"
"RL2501_F0230_4_MV1","Delphinidae","Mammalia",2015,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F0230_4_MV1","Delphinus bairdii","Mammalia",2452,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Delphinus","Delphinus bairdii"
"RL2501_F0230_4_MV1","Engraulis mordax","Actinopteri",110150,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F0230_4_MV1","Evadne","Branchiopoda",9,"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Podonidae","Evadne",NA
"RL2501_F0230_4_MV1","Homo sapiens","Mammalia",1153,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F0230_4_MV1","Icichthys lockingtoni","Actinopteri",509,"Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"RL2501_F0230_4_MV1","Lampanyctus tenuiformis","Actinopteri",504,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus tenuiformis"
"RL2501_F0230_4_MV1","Leuroglossus","Actinopteri",1186,"Eukaryota","Chordata","Actinopteri","Argentiniformes","Bathylagidae","Leuroglossus",NA
"RL2501_F0230_4_MV1","Merluccius","Actinopteri",94,"Eukaryota","Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius",NA
"RL2501_F0230_4_MV1","Patiria miniata","Asteroidea",133,"Eukaryota","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata"
"RL2501_F0230_4_MV1","Sebastes","Actinopteri",2883,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes",NA
"RL2501_F0230_4_MV1","Sebastes pinniger","Actinopteri",197,"Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","Sebastes pinniger"
"RL2501_F0230_4_MV1","Strongylocentrotus purpuratus","Echinoidea",222,"Eukaryota","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus"
"RL2501_F0230_4_MV1","Syngnathus","Actinopteri",322,"Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus",NA
"RL2501_F0230_4_MV1","Triphoturus mexicanus","Actinopteri",343,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Triphoturus","Triphoturus mexicanus"
"RL2501_F0230_4_MV1","Tursiops truncatus","Mammalia",106,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae","Tursiops","Tursiops truncatus"
"RL2501_F0230_4_MV1",NA,NA,13928,NA,NA,NA,NA,NA,NA,NA
"RL2501_F023_1_MV1","Bathycoccus prasinos","Mamiellophyceae",44,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F023_1_MV1","Ceratoscopelus","Actinopteri",516,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F023_1_MV1","Delphinidae","Mammalia",670,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F023_1_MV1","Engraulis mordax","Actinopteri",3884,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F023_1_MV1","Homo sapiens","Mammalia",2263,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F023_1_MV1","Icichthys lockingtoni","Actinopteri",1252,"Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"RL2501_F023_1_MV1","Isurus oxyrinchus","Chondrichthyes",28,"Eukaryota","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Isurus","Isurus oxyrinchus"
"RL2501_F023_1_MV1","Lampanyctus reinhardti","Actinopteri",380,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus reinhardti"
"RL2501_F023_1_MV1","Notoscopelus","Actinopteri",606,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Notoscopelus",NA
"RL2501_F023_1_MV1","Phosichthyidae","Actinopteri",984,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F023_1_MV1","Prionace glauca","Chondrichthyes",227,"Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Prionace","Prionace glauca"
"RL2501_F023_1_MV1","Sus scrofa","Mammalia",89,"Eukaryota","Chordata","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa"
"RL2501_F023_1_MV1","Symbolophorus californiensis","Actinopteri",55193,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F023_1_MV1","Tetragonurus cuvieri","Actinopteri",72464,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
"RL2501_F023_1_MV1","Trachipterus","Actinopteri",551,"Eukaryota","Chordata","Actinopteri","Lampriformes","Trachipteridae","Trachipterus",NA
"RL2501_F023_1_MV1","Trachurus symmetricus","Actinopteri",1122,"Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus symmetricus"
"RL2501_F023_1_MV1",NA,NA,5887,NA,NA,NA,NA,NA,NA,NA
"RL2501_F023_2_MV1","Bathycoccus prasinos","Mamiellophyceae",3,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus prasinos"
"RL2501_F023_2_MV1","Ceratoscopelus","Actinopteri",335,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Ceratoscopelus",NA
"RL2501_F023_2_MV1","Chiasmodontidae","Actinopteri",346,"Eukaryota","Chordata","Actinopteri","Scombriformes","Chiasmodontidae",NA,NA
"RL2501_F023_2_MV1","Delphinidae","Mammalia",511,"Eukaryota","Chordata","Mammalia","Artiodactyla","Delphinidae",NA,NA
"RL2501_F023_2_MV1","Diaphus theta","Actinopteri",263,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Diaphus","Diaphus theta"
"RL2501_F023_2_MV1","Diogenichthys atlanticus","Actinopteri",391,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Diogenichthys","Diogenichthys atlanticus"
"RL2501_F023_2_MV1","Engraulis mordax","Actinopteri",363,"Eukaryota","Chordata","Actinopteri","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"RL2501_F023_2_MV1","Homo sapiens","Mammalia",1358,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"RL2501_F023_2_MV1","Icichthys lockingtoni","Actinopteri",277,"Eukaryota","Chordata","Actinopteri","Scombriformes","Centrolophidae","Icichthys","Icichthys lockingtoni"
"RL2501_F023_2_MV1","Isurus oxyrinchus","Chondrichthyes",95,"Eukaryota","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Isurus","Isurus oxyrinchus"
"RL2501_F023_2_MV1","Notoscopelus","Actinopteri",443,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Notoscopelus",NA
"RL2501_F023_2_MV1","Phosichthyidae","Actinopteri",599,"Eukaryota","Chordata","Actinopteri","Stomiiformes","Phosichthyidae",NA,NA
"RL2501_F023_2_MV1","Prionace glauca","Chondrichthyes",70,"Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Prionace","Prionace glauca"
"RL2501_F023_2_MV1","Symbolophorus californiensis","Actinopteri",37845,"Eukaryota","Chordata","Actinopteri","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis"
"RL2501_F023_2_MV1","Tetragonurus cuvieri","Actinopteri",58253,"Eukaryota","Chordata","Actinopteri","Scombriformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri"
